station,line_number,passengers_sum_for_every_day,station_number,passengers,line_name_АРБАТСК-ПОКРОВСК,line_name_БКЛ,line_name_БУТОВСКАЯ ЛИНИЯ,line_name_ЗАМОСКВОРЕЦКАЯ,line_name_КАЛИНИНСКАЯ,line_name_КАЛУЖСКО-РИЖСКАЯ,line_name_КОЛЬЦЕВАЯ,line_name_ЛЮБЛИНСКАЯ,line_name_МЦК,line_name_НЕКРАСОВСКАЯ,line_name_СЕРПУХОВ-ТИМИРЯЗ,line_name_СОКОЛЬНИЧЕСКАЯ,line_name_СОЛНЦЕВСКАЯ ЛИН.,line_name_ТАГАНСК-КРАСНОПР,line_name_ФИЛЁВСКАЯ
бутырская,14,894240,203,8736,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
фонвизинская,18,940759,204,19988,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
минская,14,993240,205,12758,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ломоносовский проспект,14,914226,206,16812,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
раменки,1691,998387,207,6929,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
петровский парк,1749,954547,208,19005,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ховрино,9,1067267,209,19778,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
хорошевская,1749,982807,210,16708,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
цска,1749,1039768,211,1836,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
селигерская,18,1003704,212,12063,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
верхние лихоборы,18,1102880,213,7514,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
мичуринский проспект,1691,958400,214,12687,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
озерная,1691,1065338,215,3715,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
говорово,1691,979218,216,2089,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
солнцево,1691,1049585,217,9256,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
боровское шоссе,1691,848283,218,14026,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
новопеределкино,1691,981091,219,7874,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
рассказовка,1691,897844,220,5761,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
беломорская,9,934801,221,5299,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
филатов луг,8,924230,222,9031,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
прокшино,8,919932,223,14928,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ольховая,8,985218,224,16473,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
коммунарка,8,1083355,225,11848,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
косино,1779,976973,226,7443,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
улица дмитриевского,1779,990465,227,16963,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
лухмановская,1779,947428,228,3573,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
некрасовка,1779,1000878,229,18201,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
юго восточная,1779,865366,230,1383,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
окская,1779,989340,231,10619,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
стахановская,1779,987181,232,11487,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
лефортово,1749,941432,233,3317,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
тпу рязанская,1779,977295,234,16657,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
народное ополчение,1749,1045298,235,6779,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
мневники,1749,1065330,236,16841,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
каховская,1749,865656,237,18061,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
зюзино,1749,1015735,238,6745,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
воронцовская,1749,1018661,239,10516,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
новаторская,1749,991168,240,16203,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
аминьевская,1749,1045529,241,7609,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
давыдково,1749,971763,242,13045,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
терехово,1749,1020988,243,9735,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
нагатинский затон,1749,1015410,244,16523,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
кленовый бульвар,1749,976086,245,9534,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
варшавская,1749,965541,246,13193,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
пыхтино,1691,1068748,247,10249,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
аэропорт внуково,1691,1041044,248,4608,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
яхромская,18,976780,249,2056,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
лианозово,18,959420,250,2921,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
физтех,18,957181,251,11708,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
бульвар рокоссовского,8,931919,1,9609,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
черкизовская,8,996780,2,15379,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
преображенская площадь,8,975920,3,19378,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
сокольники,8,1043897,4,17958,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
красносельская,8,983652,5,10764,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
комсомольская,8,1055535,6,17389,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
красные ворота,8,963324,7,6399,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
чистые пруды,8,930634,8,15380,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
лубянка,8,1035229,9,12960,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
охотный ряд,8,1019041,10,7547,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
кропоткинская,8,1085090,11,13375,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
парк культуры,8,905642,12,1903,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
фрунзенская,8,1013499,13,14547,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
спортивная,8,1014960,14,11620,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
воробьевы горы,8,985400,15,15552,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
университет,8,1000435,16,15538,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
проспект вернадского,8,970428,17,14590,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
юго западная,8,967974,18,12398,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
красногвардейская,9,1037838,19,17837,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
домодедовская,9,1035020,20,9079,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
орехово,9,884202,21,7204,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
царицыно,9,956463,22,1112,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
кантемировская,9,1016517,23,3876,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
коломенская,9,943983,24,2365,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
автозаводская,9,916748,25,2796,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
павелецкая,9,921935,26,2304,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
новокузнецкая,9,950479,27,6697,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
театральная,9,946775,28,17696,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
тверская,9,938994,29,16316,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
маяковская,9,948163,30,2589,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
белорусская,9,1029229,31,4656,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
динамо,9,1039735,32,1468,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
аэропорт,9,979350,33,13119,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
сокол,9,1091028,34,4021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
войковская,9,993309,35,8821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
водный стадион,9,1033561,36,14608,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
речной вокзал,9,970301,37,16834,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
каширская,9,912626,38,13515,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
киевская,12,973993,39,10562,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
смоленская,12,1053795,40,1076,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
арбатская,12,1001116,41,12467,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
площадь революции,12,968816,42,17690,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
курская,12,988818,43,16089,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
бауманская,12,905326,44,16573,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
электрозаводская,12,953899,45,7991,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
семеновская,12,973499,46,19627,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
партизанская,12,968653,47,3815,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
измайловская,12,1045903,48,17930,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
первомайская,12,1087152,49,6571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
щелковская,12,920312,50,16201,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
александровский сад,13,1065220,51,14301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
студенческая,13,961802,52,11681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
кутузовская,13,935893,53,15241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
фили,13,976838,54,19684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
багратионовская,13,960442,55,17425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
филевский парк,13,1004470,56,12260,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
пионерская,13,976265,57,10418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
кунцевская,13,1013569,58,2107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
молодежная,12,992608,59,13393,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
крылатское,12,895626,60,6419,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
новослободская,609,983994,61,1985,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
проспект мира,609,945631,62,4979,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
таганская,609,963768,63,9344,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
добрынинская,609,1060324,64,15199,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
октябрьская,609,862205,65,2911,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
краснопресненская,609,993593,66,18985,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
новогиреево,14,962242,67,14935,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
перово,14,1032507,68,17804,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
шоссе энтузиастов,14,1130735,69,13958,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
авиамоторная,14,858582,70,13273,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
площадь ильича,14,926671,71,7305,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
марксистская,14,989745,72,18232,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
третьяковская,14,1001446,73,17393,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
медведково,15,949689,74,5055,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
бабушкинская,15,1113731,75,19583,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
свиблово,15,970335,76,15799,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ботанический сад,15,1011990,77,12616,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
вднх,15,1020246,78,2441,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
алексеевская,15,1019483,79,17981,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
рижская,15,976964,80,3962,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
сухаревская,15,977670,81,13855,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
тургеневская,15,978459,82,19554,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
китай город,15,1022079,83,17032,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
шаболовская,15,963991,84,7253,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ленинский проспект,15,979828,85,18423,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
академическая,15,1024642,86,11851,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
профсоюзная,15,988000,87,7798,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
новые черемушки,15,974144,88,13401,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
калужская,15,934808,89,8663,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
беляево,15,995007,90,14248,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
коньково,15,881897,91,14121,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
теплый стан,15,948870,92,8327,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ясенево,15,974092,93,7268,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
новоясеневская,15,955632,94,5992,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
выхино,16,884807,95,7684,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
рязанский проспект,16,963921,96,19168,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
кузьминки,16,997466,97,6410,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
текстильщики,16,984057,98,4202,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
волгоградский проспект,16,1035062,99,1396,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
пролетарская,16,970860,100,10382,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
кузнецкий мост,16,976558,101,14198,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
пушкинская,16,1009284,102,10564,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
баррикадная,16,999807,103,10949,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
улица 1905 года,16,877248,104,13044,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
беговая,16,989360,105,10853,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
полежаевская,16,982670,106,4937,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
октябрьское поле,16,1016439,107,4845,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
щукинская,16,982117,108,6370,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
тушинская,16,976236,109,15167,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
сходненская,16,898956,110,8516,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
планерная,16,1003918,111,3268,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
алтуфьево,17,941963,112,13149,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
бибирево,17,1011627,113,15890,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
отрадное,17,1015733,114,14812,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
владыкино,17,947326,115,6380,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
петровско разумовская,17,1051264,116,6968,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
тимирязевская,17,1034867,117,7331,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
дмитровская,17,891605,118,8263,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
савеловская,17,1001053,119,17394,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
менделеевская,17,969563,120,1692,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
цветной бульвар,17,986038,121,2887,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чеховская,17,958700,122,3295,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
боровицкая,17,1000793,123,7828,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
полянка,17,959397,124,12168,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
серпуховская,17,982936,125,3832,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
тульская,17,890899,126,15050,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагатинская,17,1053096,127,19564,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагорная,17,908593,128,13820,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нахимовский проспект,17,904206,129,7803,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
севастопольская,17,993393,130,6638,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чертановская,17,886593,131,11058,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
южная,17,1069939,132,7691,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
пражская,17,995864,133,1546,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чкаловская,18,973600,134,14817,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
римская,18,947434,135,11169,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
крестьянская застава,18,998084,136,18450,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
кожуховская,18,1004693,137,7034,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
печатники,18,941809,138,12354,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
волжская,18,992791,139,9044,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
люблино,18,985942,140,6356,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
братиславская,18,1039411,141,10798,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
марьино,18,923896,142,14679,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
библиотека имени ленина,8,912272,143,15221,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
дубровка,18,1101372,144,7652,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
улица академика янгеля,17,1007714,145,7420,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
аннино,17,998539,146,14829,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
технопарк,609,1099786,147,18245,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
бульвар дмитрия донского,17,1029931,148,14674,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
парк победы,12,947927,149,8927,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
улица старокачаловская,1500,962016,150,17387,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
улица скобелевская,1500,1019260,151,18516,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
бульвар адмирала ушакова,1500,1030594,152,11069,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
улица горчакова,1500,1023943,153,16968,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
бунинская аллея,1500,951647,154,5306,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
трубная,18,921847,155,17289,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
строгино,12,1012689,156,11682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
сретенский бульвар,18,975800,157,10644,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
славянский бульвар,12,869362,158,10900,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
мякинино,12,1063061,159,9343,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
волоколамская,12,1078172,160,6008,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
митино,12,1071000,161,4161,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
достоевская,18,968110,162,11925,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
марьина роща,18,951412,163,1089,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
борисово,18,1030111,164,5310,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
шипиловская,18,960681,165,2029,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
зябликово,18,939388,166,18289,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
новокосино,14,987974,167,10747,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
алма атинская,9,1066641,168,15246,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
пятницкое шоссе,12,1043525,169,14949,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
жулебино,16,924377,170,14121,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
лермонтовский проспект,16,919437,171,13392,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
котельники,16,968015,172,7520,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
битцевский парк,1500,985015,173,18447,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
лесопарковая,1500,1029489,174,10814,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
деловой центр,1691,1025400,175,9337,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
спартак,16,980418,176,13253,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
тропарево,8,946476,177,13193,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
румянцево,8,989343,178,7134,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
саларьево,8,989598,179,10114,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
шелепиха,1698,1063306,180,12687,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
панфиловская,1698,1042344,181,8175,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
стрешнево,1698,990530,182,15887,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
балтийская,1698,1036688,183,11646,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
коптево,1698,956905,184,6819,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
лихоборы,1698,1007463,185,2158,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
окружная,1698,986286,186,18665,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
локомотив,1698,1021796,187,4551,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
измайлово,1698,952654,188,5922,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
андроновка,1698,1014822,189,18181,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
угрешская,1698,889901,190,6331,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
зил,1698,934525,191,12918,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
хорошево,1698,1050723,192,10777,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ростокино,1698,952708,193,6658,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
белокаменная,1698,1045003,194,15307,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
новохохловская,1698,948318,195,9253,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
верхние котлы,1698,1016424,196,1489,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
крымская,1698,1025875,197,19503,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
нижегородская,1698,945880,198,9111,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
лужники,1698,1061512,199,14559,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
москва сити,1698,994590,200,5301,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
зорге,1698,973157,201,15204,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
площадь гагарина,1698,1007367,202,18138,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
бутырская,14,894240,203,11891,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
фонвизинская,18,940759,204,2489,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
минская,14,993240,205,5177,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ломоносовский проспект,14,914226,206,6240,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
раменки,1691,998387,207,2206,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
петровский парк,1749,954547,208,6391,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ховрино,9,1067267,209,9209,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
хорошевская,1749,982807,210,18701,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
цска,1749,1039768,211,14453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
селигерская,18,1003704,212,13348,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
верхние лихоборы,18,1102880,213,17628,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
мичуринский проспект,1691,958400,214,8453,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
озерная,1691,1065338,215,17321,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
говорово,1691,979218,216,11249,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
солнцево,1691,1049585,217,4628,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
боровское шоссе,1691,848283,218,13981,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
новопеределкино,1691,981091,219,13067,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
рассказовка,1691,897844,220,18362,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
беломорская,9,934801,221,12206,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
филатов луг,8,924230,222,2189,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
прокшино,8,919932,223,5995,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ольховая,8,985218,224,1500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
коммунарка,8,1083355,225,5786,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
косино,1779,976973,226,18974,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
улица дмитриевского,1779,990465,227,17110,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
лухмановская,1779,947428,228,13037,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
некрасовка,1779,1000878,229,17644,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
юго восточная,1779,865366,230,9438,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
окская,1779,989340,231,12769,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
стахановская,1779,987181,232,7625,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
лефортово,1749,941432,233,12464,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
тпу рязанская,1779,977295,234,5866,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
народное ополчение,1749,1045298,235,4386,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
мневники,1749,1065330,236,5725,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
каховская,1749,865656,237,6807,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
зюзино,1749,1015735,238,9524,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
воронцовская,1749,1018661,239,10926,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
новаторская,1749,991168,240,12164,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
аминьевская,1749,1045529,241,18651,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
давыдково,1749,971763,242,4033,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
терехово,1749,1020988,243,15930,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
нагатинский затон,1749,1015410,244,9036,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
кленовый бульвар,1749,976086,245,13459,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
